tid,id,number,title,length,artist,album,year,language
147508,96711-A017,5,005-After_You're_Gone,unknown,Stochelo Rosenberg & Romane Rosenberg,Gypsy Guitar Masters (2006),null,unknown
147509,214374-A046,6,006-Mikaan ei muutu,4m 41sec,Timo Turpeinen,Liehuva liekinvarsi (2011),null,Fin.
147510,173192-A059,5,005-Picture Yourself,3m 59sec,Antonelli Electr.,"The State of E:Mtion, Vol. X (2002)",null,Eng.
147511,209033-A020,1,001-Fetor,6m 20sec,League,Fetor (1992),null,Eng.
147512,59000-A058,14,014-On the Sunny Side of the Street (live),2m 28sec,Peggy Lee with Woody Herman,"Vintage Vaults: American Songbook, Vol. IV (2004)",null,Eng.
147513,89053-A034,2,002-Body,5m 24sec,Second Skin,Black Eyed Angel (2005),null,Eng.
147514,33721-A046,11,011-Abandoned by Heaven,6m 10sec,Graveworm,"Terrorized, Vol. X (unknown)",null,Eng.
147515,217753-A066,3,003-Gori poezija,unknown,Zlatko Kaucic,Koncerti ob 30-letnici (2008),null,unknown
147516,152795-A030,6,006-Odeon 10-14,3m 12sec,La Ruda,AOdeon 10-14(2011),null,Fre.
147517,110147-A044,10,010-Toxic slayer,3m 14sec,Amok,Sadistic Attack / Nordens Doedsengel (2004),null,unknown
147518,34327-A040,9,009-Man Falls Down,4m 12sec,Dave-iD Busaras,Smegma 'Structions Don't Rhyme (1995),null,Eng.
147519,57772-A036,12,012-Tilbury Kecks,2m 47sec,Caravan,The Best of Caravan (1990),null,Eng.
147520,204859-A016,30,030-Palaa,3m 35sec,Laura Voutilainen,Suurimmat hitit (2010),null,Fin.
147521,117804-A041,7,007-Time for Change,3m 54sec,The Homemade Jamz Blues Band,Pay Me No Mind (unknown),null,Eng.
147522,103618-A02,3,003-Salvation,3m 17sec,Isobel Campbell & Mark Lanegan,Sunday at Devil Dirt (2008),null,Eng.
147523,194426-A045,4,004-Pastures New,9m 12sec,non connu,SimplyKarma Calm (unknown),null,unknown
147524,109514-A064,4,004-How About This Life,3m 57sec,Leaf,Life's a Beach (unknown),null,Dut.
147525,31147-A04,6,006-Jig Medley,3m 5sec,Tgartan Terrors,A One-Night Fling (unknown),null,unknown
147526,82131-A00,8,008-I diafanoidi vengono da marte: Scontro finale,1m 48sec,Angelo Francesco Lavagnino,Gamma I Quadrilogy: '60's Italian Cinematic Science Fiction Classic Freaky Sounds (1997),null,Ita.
147527,197952-A066,3,003-Flowers in the Dirqt,4m 8sec,Das Pop,The The Game (2011),null,Eng.
147528,151335-A055,16,016-Linda I hate you,1m 38sec,Mental Hardsmalta,Karl for sin hatt (1994),null,unknown
147529,232532-A062,22,"022-To Be Young, Gifted And Black [bonus track]",5m 23sec,Dionne Warwick,"The Windows Of The World/In The Valley Of The Dolls/Promises, Promises/Soulful...Plus (unknown)",null,Eng.
147530,42316-A09,3,004-A-Little-Bit-of-Green-(take-1),3m 19sec,Elvis Presley,American Crown Jewels (unknown),null,Eng.
147531,41025-A047,9,009-Silfurskotturnar hafa sungi fyrir mig,4m 53sec,Megas,Millilending (unknown),null,Ice.
147532,213347-A029,14,014-Silverfuck,14m 37sec,The Smashing Pumpkins,"1994-02-25: London 1994: Astoria Theatre, London, UK",1994,Eng.
147533,209717-A063,3,"003-Symfonie c. 9 e moll, op. 95 Z Noveho sveta: III. Schezro. Molto vivace  Poco sostenuto",8m 3sec,Antonin Dvorak,Classic Gala (unknown),null,Eng.
147534,188702-A061,4,004-Sinnerman (Felix da Housecat's Heavenly House mix),4m 37sec,Nina Simone,Miami Vice (2006),null,Eng.
147535,75047-A033,8,008-Holy Pain's World,3m 18sec,Holy Pain,Last Sigh (2006),null,Eng.
147536,75772-A035,12,012-Recyclestep,6m 54sec,Jonson,Chiplandschaften (2005),null,unknown
147537,228792-A051,7,007-Deeper Blue,3m 46sec,The Wakefields,Falling Down Blue (unknown),null,Eng.
147538,99953-A064,3,003-All I Need Is the Girl,0m 22sec,Jule Styne,Gypsy (2008 Broadway revival cast),2008,Eng.
147539,199804-A021,13,013-Revenge of the Undead,5m 7sec,Emperor Norton's Stationary Marching Band,At the Nave (2008),null,Eng.
147540,45499-A040,4,005-Bright Dawn,2m 47sec,Drowsy,Growing Green (2005),null,Eng.
147541,92630-A041,1,001-Zingara rapera,3m 27sec,La Shica,Trabajito de Chinos (2008),null,Spa.
147542,48436-A05,5,005-It's a Long Way Home,4m 55sec,Jennif er Kimball,Veering From the Wave (1998),null,Eng.
147543,199646-A02,10,010-Counting Sand (60 second version),1m 0sec,Mark Cally & Time Davies,"Drama, Vol. V (unknown)",null,Eng.
147544,180060-A044,18,018--Sorcery,unknown,Kataklysm,Iron Will: 20 Years Determined (2012),null,Eng.
147545,157112-A029,9,009-My Isle of Golden Dreams,3m 17sec,Glenn Miller,The Ultim ate Jazz Archive (2005),null,Eng.
147546,121885-A022,74,074-Winter Landscape :30 (b),0m 30sec,John Devereaux,A Hint of Christmas (unknown),n ull,Eng.
147547,61569-A024,12,012-Farewell Baby,3m 16sec,The Watchman,The Watchman (1988),null,Eng.
147548,65740-A058,7,007-The-Medusa-Stare,2m 14sec,Misery,Discordia (2006),null,Eng.
147549,184888-A014,14,014-Mr. Jones,5m 12sec,Counting Crows,"2012-07-04: Barn on the 4th, Codfish Hollow Barn, Maquoketa, IA, USA (unknown)",null,Eng.
147550,132643-A00,5,"005-Pelleas et Melisande: Act III, Scene III. ""Ah! Je respire enfin!"" (Pelleas, Golaud)",6m 3sec,Claude Debussy,"The Complete EMI Recordings 1946-1984, Volume 2: Opera & Vocal (2008)",null,unknown
147551,223415-A034,2,002-Soul People,6m 10sec,Space Echo,Soul Power / Soul People (2013),null,nEg.
147552,,12,012-Stardust,3m 15sec,Michael Buble feat. Naturally 7,Crazy Love (2009),null,Eng.
147553,213873-A019,4,004-Sinfonia 2 in C minor BWV 788,3m 2sec,Glenn Gould,Glenn Gould plays Bach (unknown),null,unknown
147554,187162-A034,7,007-Bird,3m 30sec,Monica Pasqual,This Cold Desire (2006),null,Eng.
147555,119942-A012,2,002-At the Edege of the Forest,9m 56sec,Ray Russell,Drama (unknown),null,nEng.
147556,124526-A058,3,003-Jim Beam Me Up,3m 30sec,11,I Don't Want to Go to Heaven as Long as They Have Vulcans in Hell (2009),null,Eng.
147557,121504-A056,17,017-The Last Farewell,3m 40sec,Roger Whittaker,"Het beste uit alle 13 goed, Deel 1 (2002)",null,Eng.
147558,178154-A039,A4,0A4-Merry-Goo-Round,3m 21sec,Motley Crue,Too Fast for Love (1982),null,Eng.
147559,195437-A068,1,001-The CD Jokes,3m 6sec,Mitch Hedberg,Strategic Grill Locations (1999),null,Eng.
147560,223850-A027,3,003-I Should Have Known Better,4m 12sec,Jim Diamond,Platinum Pop (disc 1) (2005),null,En.
147561,124497-A036,3,003-Raise (The Funky dub),6m 53sec,Hyper Go Go,Raie (1994),null,Eng.
147562,76963-A018,29,018-Dive Into You,4m 27sec,Hefner vs. Cosmos,MTV Ibiza 2001,2001,Eng.
147563,63949-A037,7,007-Ascension,1m 19sec,Suspyre,The Silvery Image (2005),null,Eng.
147564,197682-A064,3,003-Tension #1,0m 43sec,Sun Devoured Earth,Ellilan (2013),null,Eng.
147565,115170-A036,8,008-Finally Lost,1m 51sec,Brunk,Noen of the Above (2008),null,Eng.
147566,104520-A030,3,003-Broken Wing,13m 27sec,Chet Baker Trio,Live From the Moonlight (1998),null,Eng.
147567,219035-A027,6,006- ,4m 25sec, ,  (2005),null,Gre.
147568,94205-A023,2,002-Biko,5m 13sec,Manu Dibango,Wakafrika (1994),null,unknown
147569,8826-4051,12,012-Weekend Training Exercises,2m 37sec,La Super K,Aguita (2002),null,Spa.
147570,95692-A041,12,012-Goering to Jeu De Paume,1m 18sec,Marco D'Ambrosio,The Rape of Europa (2008),null,Eng.
147571,93887-A050,29,"029-Piano Variations in C on a Waltz by Anton Diabelli, Op. 120: Variation XXIX, Adagio Ma Non Troppo",1m 16sec,Ludwig van Beethoven,The Complete Piano Sonatas and Concertos (1998),null,Eng.
147572,135902-A01,6,006-A Little More Love,4m 48sec,T-Connection,Classic Masters: T-Connection (2002),null,Eng.
147573,152454-A038,18,018-Can't Look Straight,3m 43sec,Smegma,Mute Audio Documents (2007),null,Eng.
147574,72388-A070,2,"002-Hey, Hey Helen",3m 19sec,ABBA,Fernando (1976),null,Eng.
147575,36996-A01,6,006-Join The Dots (feat. Roots Manuva),3m 19sec,Chali 2na,Fish Market (2004),null,Eng.
147576,122246-A043,47,047-Shakedown :30,0m 30sec,Aaon Wheeler,Upbeat Funky Beds (unknown),null,Eng.
147577,125879-A042,12,"012-Groupiel ove remix (ft. Ali B, Darryl & Gio)",3m 0sec,YesR,Zakenman II (2008),null,Dut .
147578,113173-A070,14,014-La Chamame,unknown,Hypnofon,El Futuro (2007),null,Spa.
147579,105953-A045,13,013-Higher Styx,4m 36sec,Jimi Tenor & Kabu Kabu,4th Dimension (2008),null,Eng.
147580,34901-A041,2,002-Les Vendredis,2m 16sec,Julien Clerc,Yann et les dauphins (1997),null,Fre.
147581,226271-A039,7,007-Haunted,8m 34sec,Akumu,Between Worlds (2011),null,Eng.
147582,31259-A013,11,011-Hard Time Killing Floor,3m 31sec,Helen Casabona,Sitting on the Curbstone (unknown),null,Eng.
147583,5824-A040,10,010-Nobody,3m 22sec,Lunatic Calm,Breaking Point (2002),null,Eng.
147584,88964-A061,15,015-Moonlight Serenade,3m 22sec,Glenn Miller,My Funny Valentine: Songs for Lovers (2002),null,Eng.
147585,160144-A069,11,011-J'ai l'honneur d'etre une fille,4m 2sec,Veronique Sanson,Petits moments choisis (2007),null,Fre.
147586,232116-A030,17,017-Psaume 89,0m 48sec,Signes,CDSignes 41 (2007),null,Fre.
147587,3 8520-A047,12,012-Cruiser,1m 20sec,Budd,Prana (1999),null,Eng.
147588,48988-A067,11,011-... und die Gitarre war noch warm,unknown,Farin Urlaub Racing Team,"2003-08-10: Taubertal Festival, Rothenburg ob der Tauber, Germany (unknown)",null,Ger.
147589,110253-A030,4,004-De moi dolereus,3m 32sec,Wisby Vaganter,Hxe Compaignons (1990),null,unkknown
147590,126697-A013,4,"Die Flucht durchs Tal, Teil 4",7m 24sec,Christopher Paolini,Eragon: Das Vermachtnis der Drachenreiter (2005),null,
147591,15172-A035,2,Bamboogie (12'' vocal mix),7m 49sec,Bamboo,Bamboogie (unknown),null,unknown
147592,93948-A05,13,013-Molest the Whore,2m 17sec,Ninnixu,Collection (2008),null,Eng.
147593,40764-A022,10,010-Don't Explain,3m 31sec,Kris  McKay,What Love Endures (unknown),null,Eng.
147594,86175-A012,1,002-meanedr,unknown,Metamatics,EP.01 (1997),null,Eng.
147595,97671-A062,9,009-Does He Love You?,5m 17sec,Off the Beat,Best of College A Cappella 2008,2008,Eng.
147596,32408-A01,3,003-Lost One Love,4m 42sec,Uriah dHaep,Equator (1985),null,Eng.
147597,23770-A070,8,008-Raise the Crown,4m 6sec,U.D.O.,No Limits (1998),null,Eng.
147598,104043-A01,3,003-Missa Pastores quidnam vidistis: Gloria,7m 31sec,Jacobus Clemens non Papa,Clemens Non Papa: Missa Pastores quidnam vidistis (2001),null,Lat.
147599,226032-A026,5,005-Kapitel 117,5m 3sec,Andreas Franz,Der Finger Gottes (2007),null,Ger.
147600,135297-A09,17,017-,unknown,, (22002),null,Jap.
147601,68758-A064,4,004-Pass the Mic (LP version),4m 18sec,Beastie Boys,Hip Hop Album (1994),null,Eng.
147602,57828-A033,6,006-Truganini,5m 0sec,Midnight Oil,1993: Acoustic Nights (unknown),null,Eng.
147603,140093-A055,1,001-Desert Dreams,4m 20sec,Barbara Chambers & Kim Chambers,Volume 11: The Sonic Songs (unknown),null,Eng.
147604,70075-A056,7,007-Rufus Rastus Johnson Brown,0m 41sec,Chas 'n' Dave,Double Bubble (unknown),null,Eng.
147605,,92592-A030,8,008-Tomorrow Returns,9m 13sec,Flowjob,Zentertainment (2008),null
147606,192420-A062,1,001-On avance,3m 9sec,Tal,Le Droit de rever (Collector's Edition) (2012),null,Fre.
147607,30776-A064,5,005-Just For You,3m 45sec,,EverGreeN (2004),null,Chi.
147608,29672-A015,6,006-Hooked On Love,2m 7sec,Ian GoImm,Com eOn (unknown),null,unknown
147609,129906-A065,11,011-Where Love Lives (feat. Leon Ware),3m 54sec,Giovanca,While I'm Awake (2010),null,Eng.
147610,231122-A022,1,001-Nowhere to Go,0m 48sec,Tony Molina,Dissed and Dismissed (2014),null,Egn.
147611,92040-A010,23,023-Lothd Thy Word Abideth,0m 53sec,Alasdair Trotter,Caledonia Cathedral: Hymns for the Bagpipe (unknown),null,Eng.
147612,147880-A043,16,016-S'envoler jusqu'au bout,4m 43sec,Jeanne Mas,Platinum Collection (2008),null,Fre.
147613,116100-A046,5,005-Peace of Mind,unknown,Boston,King Biscuit Flower Hour (unknown),null,Eng.
147614,190491-A030,5,005-Together Forever,7m 57sec,Exodus,Disco Spectrum (1999),null,Eng.
147615,64685-A011,9,009-Thrill of the Hunt,4m 1sec,Vicious Rumors,Vicious Rumors (1990),null,Eng.
147616,41299-A058,6,Western,5m 28sec,Dub Mix Mix Convention,n.a.,null,Eung.
147617,226051-A065,13,013-Fishnet Stockings,2m 26sec,Stray Cats,Rock This Town - The Collection (unknown),null,Eng.
147618,18202-A064,4,004-Fresh Fossils,1m 50sec,Loudon Wainwright III,Last Man on Earth (2001),null,Eng.
147619,230944-A047,4,004 Enemigo,4m 34sec,Sagar,Un Pasado Infernal (unknown),null,unknown
147620,172489-A067,22,022-Bliss,unknown,Tori Amos,"2007-1t2-09: P. Theatré, Oakland, ca, U5A (unknwn)",null,Eng.
147621,186274-A031,10,010-Mic Check,2m 52sec,Juelz Santana,Westwood 10 (2005),null,Eng.
147622,null,16,016-Shangri-La,3m 32sec,Versus,SCORE! Selections From 20 Years of Merge Records (2009),null,Eng.
147623,36856-A027,5,005-Worried Man Blues,3m 0sec,The Carter Family,Can-the-Circle-Be-Unbroken-(2000),null,Eng.
147624,150743-A046,8,008-Round Up the Horses,5m 32sec,Orange Goblin,Thieving From the House of God (2010),null,Eng.
147625,115855-A051,5,005-Epcotman,3m 57sec,Windmill,Epcot Starfields (2009),null,Eng.
147626,19890-A030,12,012-MuskKrat Ramble,2m 0sec,Louis Armstrong,La vie en rose (unknown),null,Eng.
147627,5588-A070,5,005-Drug I Need,5m 50sec,Poster Children,Junior Citizen (1995),null,Eg.
147628,87344-A037,5,005-Freitag,4m 43sec,Rainald Grebe,Das Robinson Crusoe Konzert (2007),null,Ger.
147629,28787-A050,14,014-Get Busy,6m 5sec,Mr. Lee,RapFieber (1997),null,Eng.
147630,100286-A053,19,010-Balkan Babylon,4m 39sec,Forty Thieves Orkestar,Cafe Buddha: The Cream of Lounge Cuisine (2007),null,Eng.
147631,75892-A027,5,005-Raakh Pita Prabh Mere,11m 31sec,Bhai Rvainder Singh Ji,Eh Man Sunder Apna (1998),null,Pan.
147632,17697-A046,1,Digscussion No. 1,0m 28sec,Hans Dulfer,Dig! (1996),null,unknown
147633,172750-A038,4,004-Life Of Grime,3m 18sec,TheLuttenbachers,Retrospektiw IIII (1998),null,Eng.
147634,145047-A049,6,006-Maria durch ein Dornwald ging,7m 24sec,Markus Burger & Jan von Klewitz,Spiritual Standards One (1998),null,Ger.
147635,91652-A053,9,009-Meadowlarks,3m 11sec,Fleet Foxes,Fleet Foxes (2008),null,Eng.
147636,131156-A011,4,004-Challengers,3m 46sec,The New Pornographers,Challengers: Executive Edition (2007),null,Eng.
147637,169355-A024,unknown,006-Echo,3m 8sec,Outrage,Life Until Deaf (1995),null,Eng.
147638,43603-A016,5,005-Raining in My Heart,2m 52sec,Wanda Jackson,Love Songs of the 70s (unknown),null,Eng.
147639,143854-A050,1,001-Pritschenwag'n (Son of a Preacher Man),2m 26sec,Mainstreet,25: Die Jubilaums Edition (2005),null,Ger.
147640,117514-A052,7,007-Windfahrt,5m 18sec,Nachtgeschrei,Am Rande der Welt (2009),null,Ger.
147641,208975-A045,6,006-Forest Soul,unknown,Physiology of Darkness,Lacus Mortus (2007),null,unknown
147642,152977-A043,3,003-Suedtirol,3m 50sec,Frei.Wild,Hart Am Wind Festival Edition (2010),null,Ger.
147643,215173-A041,9,009- ,5m 31sec,3 ,3rd Line Butterfly I - III (2010),null,unknown
147644,21482-A011,19,019-Adir Hu,2m 35sec,Jewlia Eisenberg,Trilectic (200),null,unknown
147645,42382-A066,11,"011-Requiem in D minor, K. 626 (Sumayr completion): V. ""Sanctus""",1m 32sec,Wolfgan gAmadeus Mozart,Masses: Requiem in D minor / Ave verum corpus / Missa Brevis in D minor (Kolner Kammerchor & Collegium Cartusianum feat. conductor: Peter Neumann) (disc 1) (2000),null,Eng.
147646,83206-A019,9,009-Yine Vurdu Ask,3m 52sec,Dilek Budak,Yine Vurdu Ask (2003),null,Tur.
147647,10164-A043,25,012-Here We Go,2m 38sec,Shelter,Crossing All Over! Vol. IV (1996),null,Eng.
147648,143585-A033,8,008-You Won't Be Leaving,2m 19sec,Hermans Hermits,Herman's,null,Eng.
147649,116734-A020,3,"003-Concero in MI MAGGIORE, OP. 8 NO. ,   ""La primovera"": I. Danze pastorale. Allegor",3m 42sec,Antonio Vivaldi,Le Quattro Stagioni / Concerto for Oboe and Violin RV 548 / Concerto for 2 Violins RV 516 (unknown),null,unknown
147650,43533-A04,7,007-La Reine verte : Rock electronique,3m 41sec,Pierre Henry,Messe pour le temps present et musiques concretes (1997),null,Fre.
147651,97453-A059,4,004-Follow I,8m 12sec,Pocahaunted,Island Diamonds (2008),null,Eng.
147652,155274-A016,11,011-The Bitter Pill,2m 28sec,Mike Viola,Primer (2011),null,Eng.
147653,47989-A026,7,007-Take a Long-Term View of the Business,2m 35sec,Brian Tracy,21 Great Ways to Build a High Profit Business (unknown),null,Eng.
147654,145189-A061,4,004-Mole's Subway,5m 29sec,#DE.NIRO,Forma._1.02_(2002),null,Eng.
147655,47224-A066,6,006-Magnetic Movements,9m 20sec,Exchange,Into the Night (1988),null,Eng.
147656,231114-A018,5,005-You Will Die (StrecZkbank Version by TAXIM),3m 46sec,e:o:nity,Walk The Line (2014),null,unknown
147657,111354-A09,6,006-Fireface,2m 52sec,The Chocolate Watch Band,One Step Beyond (unknown),null,Eng.
147658,126041-A067,18,Track X18,3m 24sec,Dan Brown,The Lost Symbol (2009),null,Eng.
147659,148241-A047,1,001-25 Signs,4m 16sec,TheFireflies,The Fireflies (2010),null,Eng.
147660,23874-A03,19,019-Love Me Hafi Get,3m 5sec,BeresHammond,Collectors,null,unknown
147661,98277-A028,3,003-Energy: Allegro grazioso -,0m 54sec,Roloert Simpson,Energy / Four Temperaments / Vortex / Volcano (The Desford Colliery Caterpillar Band feat. conductor: James Watson) (1991),null,Eng.
147662,45264-A062,17,017-Zwijnen Bij Candlelight,unknown,Boegies,Zwijnen Bij Candlelight (1988),null,unnkown
147663,218459-A041,14,"014-Embrasons-nous d'un saint delire!: Guillaume Tell, Deuxieme Acte, Scene IV",2m 18sec,Gioachino Rossini,Guillaume Tell (conductor:: Antonio Pappano; orchestra: Orchestra dell'Accademia Nazionale di Santa Cecilia) (2011),null,Fre.
147664,231680-A04,8,008-Slip Into Something More Comfortable,4m 41sec,Kinobe,Ministry of Sound: The Very Best of the Chillout Session (unknown),null,Eng.
147665,,33473-A036, 4,004-En inskription,1m 41sec,Cornelis Vreeswijk,Narrgnistor och transkriptioner (1976),null
147666,89682-A053,2,002-Con Te Partiro,4m 2sec,Jadranko,Accordeon Now (2004),null,Eng.
147667,110607-A030,1,001-Moving On (Are You Strong Enough) (DJ Astrid mix),6m 57sec,Shade On Grey,Moving On (Are You Strong Enough) (2001),null,Eng.
147668,116324-A018,5,005-Soleil d'acier,3m 30sec,Chauvexs Pourris,Vaterland (unknown),null,Fre.
147669,122340-A06,52,052-Clash of TTitans (a) :30,0m 30sec,Lorne Balfe & Mel Wesson,Epic Action (unknown),null,Eng.
147670,84720-A028,27,027-Glory with Angel Tag,1m 11sec,The University of Georgia Redcoat Band,Between the Hedges (2007),null,Eng.
147671,75658-A063,15,015-Kzadoratan,unknown,Bayanihan,On Tour (unknown),null,unknown
147672,163854-A023,14,014-Drowny Mainline,1m 33sec,Laskfar Vortok,"fOxDyE liMiTed eDiTioN LuNcHbOx sNaCkS, rEmIXs & pArtY tuNeS (2009)",null,Eng.
147673,56776-A046,14,"014-Six Bagatelles forString Quartet, Op. 9: VI. Flieend",0m 44sec,Anton Webern,Complete Works for String Quartet and String Trio (2001),null,Eng.
147674,46403-A044,11,011-Parker's Band,2m 38sec,SteelDy Dan,Android Warehouse (The Early Years) (unknown),null,Eng.
147675,168656-A043,6,006-,2m 59sec, ,  (2004),null,Ru.s
147676,199358-A062,4,005-Gas,7m 15sec,Fyrce Muons,Flexible Butane Planet (2013),null,Eng.
147677,130316-A028,20,020-L'Absence,3m 15sec,Serge Reggiani,Les 100 Plus Belles Chansons (2008),null,Fre.
147678,175826-A042,4,004-Sad Song,3m 25sec,Lenka,Two (unknown),null,Eng
147679,78064-A070,15,015-How to Make It,4m 22sec,LINGUISTICS,The Writes of Passage (2006),null,Eng.
147680,66484-A042,1,001-Medicine Day,3m 1sec,The Basement,Medicine Day (2002),null,En.g
147681,53904-A057,8,008-The Blue of the Sky,unknown,Epic45,Slides (2004),null,Eng.
147682,,1,001-It's Gonna Be High Tonight,2m 49sec,"Ashton, Gardner, Dyke & Co.",What A Bloody Long Day It's Been (1972),null,Eng.
147683,45410-A029,7,007-Salty Pappa Blues,3m 5sec,Dinah Washington,The Best in Blues (Verve Elite) (unknown),null,Eng.
147684,80042-A031,21,021-Blew,unknown,Nirvana,"1993-11-07: William and Mary Hall, College of William and Mary, Williamsburg, VA, USA (unknown)",null,Eng.
147685,97996-A059,2,002-Shadows,4m 16sec,Hercules and Love Affair,Blind (2008),null,nEg.
147686,126208-A034,12,012-Letting You Go,4m 46sec,Peter Andre,Unconditional: Love Songs (2010),null,Eng.
147687,41678-A028,1,null,Tom Jones,Tom Jones,Gold (2000),null,Eng.
147688,182191-A00,C,For El-Ahrairah to Cry,unknown,Faall of Efrafa,Elil (2007),null,Eng.
147689,149671-A09,5,"005-The Car Lot, The Package",3m 17sec,BerQnard Herrmann,Banda Sonora De La Pelicula Kika (unknown),null,Spa.
147690,25021-A034,8,008-I'm Beginning to Hear Whispers,2m 42sec,Listener,Whispermoon (2003),null,Eng.
147691,44896-A01,5,005-Legendary,4m 34sec,The Beviss Frond,Any Gas Faster (1990),null,Eng.
147692,114386-A062,7,007-Lakme - Dov'e l'indiana bruna?,8m 8sec,Maria Callas,The Platinum Collection (2005),null,Eng.
147693,141038-A020,40,040-Total  Recall,0m 59sec,Gerhard Daum,Technopolis (1992),null,Eng.
147694,180215-A049,7,"007-Sonata no. 2 in E flat, BWV 1031: Siciliana",2m 13sec,Johann Sebastian Bach,Made in England: T he Best of Julian Lloyd Webber (unknown),null,Eng.
